"","Column1","N_serie","Episode","Name","mean_sent"
"1",16,1,"winter is coming","jon",0
"2",17,1,"winter is coming","jon",0
"3",22,1,"winter is coming","jon",0
"4",38,1,"winter is coming","jon",0
"5",40,1,"winter is coming","jon",0
"6",42,1,"winter is coming","jon",0
"7",52,1,"winter is coming","jon",0
"8",59,1,"winter is coming","jon",0
"9",60,1,"winter is coming","jon",0
"10",70,1,"winter is coming","jon",-0.120604537831105
"11",73,1,"winter is coming","jon",-0.353553390593274
"12",77,1,"winter is coming","cersei",0.387298334620742
"13",79,1,"winter is coming","cersei",0
"14",81,1,"winter is coming","cersei",0
"15",83,1,"winter is coming","cersei",0.0707106781186548
"16",101,1,"winter is coming","jon",-0.0566946709513841
"17",134,1,"winter is coming","cersei",-0.367423461417477
"18",137,1,"winter is coming","cersei",0.134164078649987
"19",146,1,"winter is coming","tyrion",0
"20",148,1,"winter is coming","tyrion",0
"21",150,1,"winter is coming","tyrion",0.4
"22",152,1,"winter is coming","tyrion",0.75
"23",154,1,"winter is coming","tyrion",-0.433012701892219
"24",156,1,"winter is coming","tyrion",0.530330085889911
"25",158,1,"winter is coming","tyrion",0
"26",159,1,"winter is coming","tyrion",0.375
"27",162,1,"winter is coming","tyrion",0.163299316185545
"28",164,1,"winter is coming","tyrion",-0.144337567297406
"29",166,1,"winter is coming","tyrion",-0.176776695296637
"30",168,1,"winter is coming","tyrion",-0.282842712474619
"31",213,1,"winter is coming","jon",0
"32",215,1,"winter is coming","jon",-0.790569415042095
"33",217,1,"winter is coming","jon",0
"34",219,1,"winter is coming","jon",0
"35",221,1,"winter is coming","jon",0.635085296108588
"36",223,1,"winter is coming","jon",1
"37",225,1,"winter is coming","tyrion",0
"38",226,1,"winter is coming","jon",0
"39",227,1,"winter is coming","tyrion",0
"40",228,1,"winter is coming","jon",0.2
"41",229,1,"winter is coming","tyrion",0
"42",230,1,"winter is coming","tyrion",-1.125
"43",231,1,"winter is coming","jon",-0.25
"44",232,1,"winter is coming","tyrion",0.286769667338202
"45",233,1,"winter is coming","jon",-0.707106781186547
"46",234,1,"winter is coming","tyrion",-0.5
"47",246,1,"winter is coming","cersei",0.89489291724392
"48",248,1,"winter is coming","cersei",0.0670820393249937
"49",250,1,"winter is coming","cersei",0.461880215351701
"50",252,1,"winter is coming","cersei",-0.707106781186547
"51",254,1,"winter is coming","cersei",0
"52",255,1,"winter is coming","cersei",0.25
"53",256,1,"winter is coming","cersei",0.223606797749979
"54",258,1,"winter is coming","cersei",0.347011046894284
"55",309,1,"winter is coming","tyrion",0.306186217847897
"56",311,1,"winter is coming","tyrion",0.84970583144992
"57",319,1,"winter is coming","cersei",-0.565685424949238
"58",321,1,"winter is coming","cersei",0
"59",323,1,"winter is coming","cersei",0
"60",340,2,"the kingsroad","tyrion",-0.0566946709513841
"61",342,2,"the kingsroad","tyrion",-0.0447213595499958
"62",344,2,"the kingsroad","tyrion",-0.144337567297406
"63",346,2,"the kingsroad","tyrion",-0.0645497224367903
"64",348,2,"the kingsroad","tyrion",1
"65",350,2,"the kingsroad","tyrion",0.69923427506707
"66",351,2,"the kingsroad","tyrion",-0.262314869782654
"67",353,2,"the kingsroad","tyrion",0.353553390593274
"68",355,2,"the kingsroad","tyrion",0
"69",356,2,"the kingsroad","cersei",0
"70",357,2,"the kingsroad","tyrion",0.111803398874989
"71",358,2,"the kingsroad","cersei",0.380131556174964
"72",359,2,"the kingsroad","tyrion",0.235178848770656
"73",360,2,"the kingsroad","cersei",-0.335410196624968
"74",361,2,"the kingsroad","tyrion",0.507796359633606
"75",363,2,"the kingsroad","tyrion",-0.275
"76",364,2,"the kingsroad","cersei",-0.0670820393249937
"77",366,2,"the kingsroad","tyrion",0.1560625
"78",368,2,"the kingsroad","tyrion",0.510252038562457
"79",369,2,"the kingsroad","cersei",1
"80",371,2,"the kingsroad","cersei",0.181220608902269
"81",373,2,"the kingsroad","cersei",0.259639684866252
"82",375,2,"the kingsroad","cersei",0
"83",377,2,"the kingsroad","jon",0
"84",379,2,"the kingsroad","jon",0
"85",381,2,"the kingsroad","jon",0
"86",383,2,"the kingsroad","jon",-0.176776695296637
"87",386,2,"the kingsroad","jon",0.433012701892219
"88",388,2,"the kingsroad","jon",0.75
"89",390,2,"the kingsroad","jon",0.144337567297406
"90",392,2,"the kingsroad","jon",0
"91",394,2,"the kingsroad","jon",0.316586911806652
"92",396,2,"the kingsroad","jon",0.551135192126215
"93",398,2,"the kingsroad","jon",0.178885438199983
"94",400,2,"the kingsroad","jon",-0.0944911182523068
"95",402,2,"the kingsroad","jon",0
"96",404,2,"the kingsroad","jon",0.200189304349053
"97",411,2,"the kingsroad","jon",-0.577350269189626
"98",413,2,"the kingsroad","jon",0.5
"99",415,2,"the kingsroad","jon",0
"100",417,2,"the kingsroad","jon",-0.5
"101",419,2,"the kingsroad","jon",0.670820393249937
"102",449,2,"the kingsroad","tyrion",0.414613991448386
"103",450,2,"the kingsroad","jon",0
"104",451,2,"the kingsroad","tyrion",0
"105",452,2,"the kingsroad","jon",-0.5
"106",453,2,"the kingsroad","tyrion",-0.153206469257085
"107",454,2,"the kingsroad","jon",1.60246890531964e-17
"108",455,2,"the kingsroad","tyrion",0.179299985634369
"109",456,2,"the kingsroad","jon",0.447213595499958
"110",457,2,"the kingsroad","tyrion",0.180277563773199
"111",458,2,"the kingsroad","jon",0.4
"112",459,2,"the kingsroad","tyrion",0.2875
"113",570,2,"the kingsroad","cersei",0.05
"114",572,2,"the kingsroad","cersei",-0.416666666666667
"115",574,2,"the kingsroad","cersei",0
"116",581,2,"the kingsroad","cersei",0.288675134594813
"117",589,2,"the kingsroad","cersei",-0.375
"118",591,2,"the kingsroad","cersei",-0.223606797749979
"119",594,2,"the kingsroad","cersei",-0.75
"120",598,2,"the kingsroad","cersei",-0.176776695296637
"121",606,2,"the kingsroad","cersei",-0.5
"122",608,2,"the kingsroad","cersei",0.577350269189626
"123",610,2,"the kingsroad","cersei",-0.5
"124",664,3,"lord snow","cersei",0.577350269189626
"125",666,3,"lord snow","cersei",-0.188982236504614
"126",668,3,"lord snow","cersei",0.159900537266708
"127",670,3,"lord snow","cersei",0.152633740776833
"128",672,3,"lord snow","cersei",0
"129",674,3,"lord snow","cersei",0
"130",676,3,"lord snow","cersei",0
"131",678,3,"lord snow","cersei",-0.353553390593274
"132",680,3,"lord snow","cersei",-0.223606797749979
"133",682,3,"lord snow","cersei",-0.245967477524977
"134",684,3,"lord snow","cersei",0.316415940842189
"135",686,3,"lord snow","cersei",-0.577350269189626
"136",774,3,"lord snow","tyrion",0.707106781186547
"137",776,3,"lord snow","tyrion",0
"138",778,3,"lord snow","tyrion",0
"139",789,3,"lord snow","jon",0.75
"140",793,3,"lord snow","tyrion",0.510310363079829
"141",795,3,"lord snow","tyrion",0.317542648054294
"142",797,3,"lord snow","jon",-0.150755672288882
"143",798,3,"lord snow","tyrion",0.0769800358919501
"144",799,3,"lord snow","jon",0.0353553390593274
"145",800,3,"lord snow","tyrion",-0.360624458405139
"146",808,3,"lord snow","cersei",-0.707106781186547
"147",810,3,"lord snow","cersei",0.3
"148",812,3,"lord snow","cersei",0
"149",814,3,"lord snow","cersei",0
"150",816,3,"lord snow","cersei",0
"151",818,3,"lord snow","cersei",0
"152",820,3,"lord snow","cersei",0
"153",828,3,"lord snow","cersei",0
"154",871,3,"lord snow","jon",0
"155",873,3,"lord snow","jon",0.353553390593274
"156",875,3,"lord snow","jon",0.565685424949238
"157",877,3,"lord snow","jon",0.565685424949238
"158",880,3,"lord snow","tyrion",0.6
"159",882,3,"lord snow","tyrion",0
"160",884,3,"lord snow","tyrion",-0.0693375245281536
"161",886,3,"lord snow","tyrion",0.804984471899924
"162",888,3,"lord snow","tyrion",-0.144956890143242
"163",890,3,"lord snow","tyrion",0
"164",892,3,"lord snow","tyrion",0.648249390842192
"165",894,3,"lord snow","tyrion",0.103237080241753
"166",899,3,"lord snow","tyrion",0.25
"167",901,3,"lord snow","tyrion",0.0577350269189626
"168",903,3,"lord snow","tyrion",0.408248290463863
"169",905,3,"lord snow","tyrion",0.166666666666667
"170",932,3,"lord snow","jon",0.0534522483824849
"171",934,3,"lord snow","tyrion",0
"172",936,3,"lord snow","tyrion",0.244948974278318
"173",939,3,"lord snow","tyrion",0.32659863237109
"174",947,3,"lord snow","jon",-0.375
"175",948,3,"lord snow","tyrion",-0.223606797749979
"176",949,3,"lord snow","jon",-0.2
"177",950,3,"lord snow","tyrion",0.176776695296637
"178",951,3,"lord snow","jon",-0.0707106781186547
"179",952,3,"lord snow","tyrion",0
"180",953,3,"lord snow","jon",0
"181",954,3,"lord snow","tyrion",0.282842712474619
"182",955,3,"lord snow","jon",0
"183",974,4,"cripples bastards and broken things","tyrion",0.148492424049175
"184",976,4,"cripples bastards and broken things","tyrion",0.111803398874989
"185",978,4,"cripples bastards and broken things","tyrion",0.65
"186",979,4,"cripples bastards and broken things","tyrion",0
"187",981,4,"cripples bastards and broken things","tyrion",0.4
"188",983,4,"cripples bastards and broken things","tyrion",0.441941738241592
"189",985,4,"cripples bastards and broken things","tyrion",0.288675134594813
"190",988,4,"cripples bastards and broken things","tyrion",0.0204124145231932
"191",990,4,"cripples bastards and broken things","tyrion",0.603738353924943
"192",992,4,"cripples bastards and broken things","tyrion",0
"193",994,4,"cripples bastards and broken things","tyrion",-0.661437827766148
"194",996,4,"cripples bastards and broken things","tyrion",-0.166410058867569
"195",998,4,"cripples bastards and broken things","tyrion",0.707106781186547
"196",1000,4,"cripples bastards and broken things","tyrion",-0.223606797749979
"197",1002,4,"cripples bastards and broken things","tyrion",0
"198",1004,4,"cripples bastards and broken things","tyrion",0.0196116135138184
"199",1006,4,"cripples bastards and broken things","tyrion",0.404145188432738
"200",1008,4,"cripples bastards and broken things","tyrion",-1.01192885125388
"201",1010,4,"cripples bastards and broken things","tyrion",-0.6875
"202",1011,4,"cripples bastards and broken things","jon",0.305085107923876
"203",1020,4,"cripples bastards and broken things","jon",-0.176776695296637
"204",1022,4,"cripples bastards and broken things","jon",0
"205",1028,4,"cripples bastards and broken things","jon",-0.75
"206",1030,4,"cripples bastards and broken things","jon",0.469574275274956
"207",1035,4,"cripples bastards and broken things","jon",-0.577350269189626
"208",1170,4,"cripples bastards and broken things","jon",0.175
"209",1172,4,"cripples bastards and broken things","jon",-0.75
"210",1174,4,"cripples bastards and broken things","jon",-0.216666666666667
"211",1176,4,"cripples bastards and broken things","jon",0.8
"212",1178,4,"cripples bastards and broken things","jon",-0.530330085889911
"213",1247,4,"cripples bastards and broken things","jon",0
"214",1249,4,"cripples bastards and broken things","jon",-0.25
"215",1251,4,"cripples bastards and broken things","jon",-0.145344418537486
"216",1253,4,"cripples bastards and broken things","jon",0
"217",1276,4,"cripples bastards and broken things","jon",-0.75
"218",1278,4,"cripples bastards and broken things","jon",0
"219",1280,4,"cripples bastards and broken things","jon",-0.530330085889911
"220",1282,4,"cripples bastards and broken things","jon",0
"221",1284,4,"cripples bastards and broken things","jon",-0.244948974278318
"222",1286,4,"cripples bastards and broken things","jon",0
"223",1288,4,"cripples bastards and broken things","jon",-0.0447213595499958
"224",1290,4,"cripples bastards and broken things","jon",0
"225",1292,4,"cripples bastards and broken things","jon",0
"226",1294,4,"cripples bastards and broken things","jon",0.8
"227",1296,4,"cripples bastards and broken things","jon",0
"228",1298,4,"cripples bastards and broken things","jon",0
"229",1300,4,"cripples bastards and broken things","jon",-0.327036886298778
"230",1305,4,"cripples bastards and broken things","jon",-0.106066017177982
"231",1335,4,"cripples bastards and broken things","cersei",-0.353553390593274
"232",1337,4,"cripples bastards and broken things","cersei",-0.563489130329947
"233",1339,4,"cripples bastards and broken things","cersei",0.259383885389976
"234",1341,4,"cripples bastards and broken things","cersei",0.625
"235",1343,4,"cripples bastards and broken things","cersei",0.166666666666667
"236",1345,4,"cripples bastards and broken things","cersei",0.180277563773199
"237",1347,4,"cripples bastards and broken things","cersei",0
"238",1355,4,"cripples bastards and broken things","tyrion",0.408248290463863
"239",1357,4,"cripples bastards and broken things","tyrion",0.176776695296637
"240",1359,4,"cripples bastards and broken things","tyrion",0.836908995450919
"241",1362,4,"cripples bastards and broken things","tyrion",-0.577350269189626
"242",1370,4,"cripples bastards and broken things","tyrion",0.411981275580058
"243",1438,5,"the wolf and the lion","tyrion",0
"244",1440,5,"the wolf and the lion","tyrion",0.305505046330389
"245",1442,5,"the wolf and the lion","tyrion",-0.226133508433323
"246",1444,5,"the wolf and the lion","tyrion",-0.303169531295416
"247",1446,5,"the wolf and the lion","tyrion",-0.204124145231932
"248",1448,5,"the wolf and the lion","tyrion",0
"249",1450,5,"the wolf and the lion","tyrion",-0.559016994374947
"250",1452,5,"the wolf and the lion","tyrion",0
"251",1454,5,"the wolf and the lion","tyrion",-0.433012701892219
"252",1458,5,"the wolf and the lion","tyrion",0.8
"253",1633,5,"the wolf and the lion","tyrion",0
"254",1635,5,"the wolf and the lion","tyrion",0.5
"255",1687,5,"the wolf and the lion","tyrion",-0.375
"256",1689,5,"the wolf and the lion","tyrion",-0.156524758424985
"257",1740,5,"the wolf and the lion","cersei",0.212132034355964
"258",1742,5,"the wolf and the lion","cersei",-0.111803398874989
"259",1744,5,"the wolf and the lion","cersei",-0.723627226986633
"260",1746,5,"the wolf and the lion","cersei",-0.0833333333333333
"261",1748,5,"the wolf and the lion","cersei",-0.530330085889911
"262",1750,5,"the wolf and the lion","cersei",0
"263",1752,5,"the wolf and the lion","cersei",0
"264",1754,5,"the wolf and the lion","cersei",0
"265",1756,5,"the wolf and the lion","cersei",0.6
"266",1758,5,"the wolf and the lion","cersei",0
"267",1760,5,"the wolf and the lion","cersei",0
"268",1762,5,"the wolf and the lion","cersei",0.919238815542512
"269",1764,5,"the wolf and the lion","cersei",-0.0324442842261525
"270",1766,5,"the wolf and the lion","cersei",-0.407040315179981
"271",1768,5,"the wolf and the lion","cersei",0
"272",1770,5,"the wolf and the lion","cersei",-0.0832050294337844
"273",1772,5,"the wolf and the lion","cersei",0
"274",1806,6,"a golden crown","cersei",0
"275",1809,6,"a golden crown","cersei",0.357770876399966
"276",1811,6,"a golden crown","cersei",0
"277",1813,6,"a golden crown","cersei",0.461880215351701
"278",1816,6,"a golden crown","cersei",-0.989949493661166
"279",1819,6,"a golden crown","cersei",0.0707106781186548
"280",1821,6,"a golden crown","cersei",-0.653197264742181
"281",1822,6,"a golden crown","cersei",0.670820393249937
"282",1879,6,"a golden crown","tyrion",0
"283",1881,6,"a golden crown","tyrion",0.577350269189626
"284",1883,6,"a golden crown","tyrion",0.833333333333333
"285",1885,6,"a golden crown","tyrion",0
"286",1922,6,"a golden crown","tyrion",0
"287",1924,6,"a golden crown","tyrion",0.5
"288",1926,6,"a golden crown","tyrion",0.259807621135332
"289",1928,6,"a golden crown","tyrion",0.353553390593274
"290",1930,6,"a golden crown","tyrion",-0.0171498585142509
"291",1932,6,"a golden crown","tyrion",-0.225
"292",1934,6,"a golden crown","tyrion",0.461880215351701
"293",1936,6,"a golden crown","tyrion",-0.744123005704734
"294",1940,6,"a golden crown","tyrion",-0.530330085889911
"295",1942,6,"a golden crown","tyrion",-0.25
"296",1944,6,"a golden crown","tyrion",-0.490577890519606
"297",1946,6,"a golden crown","tyrion",0.707106781186547
"298",1949,6,"a golden crown","tyrion",-0.661437827766148
"299",1959,6,"a golden crown","tyrion",0.5
"300",1961,6,"a golden crown","tyrion",0.461880215351701
"301",1963,6,"a golden crown","tyrion",0.434659143960611
"302",1965,6,"a golden crown","tyrion",0.25
"303",1967,6,"a golden crown","tyrion",0.8
"304",1968,6,"a golden crown","tyrion",0
"305",2016,6,"a golden crown","tyrion",0
"306",2017,6,"a golden crown","tyrion",-0.425
"307",2126,7,"you win or you die","cersei",-0.75
"308",2128,7,"you win or you die","cersei",0
"309",2131,7,"you win or you die","cersei",-0.223606797749979
"310",2133,7,"you win or you die","cersei",-0.288675134594813
"311",2134,7,"you win or you die","cersei",0.975
"312",2136,7,"you win or you die","cersei",0.529150262212918
"313",2137,7,"you win or you die","cersei",0.458530260724415
"314",2139,7,"you win or you die","cersei",0.954594154601839
"315",2141,7,"you win or you die","cersei",0.530330085889911
"316",2143,7,"you win or you die","cersei",-0.4375
"317",2145,7,"you win or you die","cersei",0.131519189844286
"318",2147,7,"you win or you die","cersei",-0.447346674983784
"319",2149,7,"you win or you die","cersei",0.123743686707646
"320",2202,7,"you win or you die","jon",-0.6
"321",2204,7,"you win or you die","jon",0
"322",2206,7,"you win or you die","jon",0
"323",2210,7,"you win or you die","cersei",0.530330085889911
"324",2278,7,"you win or you die","jon",0
"325",2280,7,"you win or you die","jon",0.565685424949238
"326",2290,7,"you win or you die","jon",0.0530330085889911
"327",2292,7,"you win or you die","jon",0
"328",2294,7,"you win or you die","jon",0
"329",2297,7,"you win or you die","jon",0.152542553961938
"330",2303,7,"you win or you die","jon",0
"331",2344,7,"you win or you die","cersei",-0.795495128834866
"332",2346,7,"you win or you die","cersei",-0.346410161513775
"333",2417,8,"the pointy end","jon",-0.447213595499958
"334",2422,8,"the pointy end","jon",-0.4
"335",2429,8,"the pointy end","jon",0
"336",2432,8,"the pointy end","jon",0.0577350269189626
"337",2437,8,"the pointy end","cersei",0.301511344577764
"338",2441,8,"the pointy end","cersei",0.15
"339",2443,8,"the pointy end","cersei",0.104257207028537
"340",2445,8,"the pointy end","cersei",-0.633333333333333
"341",2447,8,"the pointy end","cersei",0.1
"342",2449,8,"the pointy end","cersei",0.4
"343",2466,8,"the pointy end","tyrion",0.134164078649987
"344",2468,8,"the pointy end","tyrion",0.505964425626941
"345",2469,8,"the pointy end","tyrion",0
"346",2471,8,"the pointy end","tyrion",-1.06066017177982
"347",2475,8,"the pointy end","tyrion",-0.0363803437554499
"348",2477,8,"the pointy end","tyrion",0.357770876399966
"349",2480,8,"the pointy end","tyrion",0
"350",2482,8,"the pointy end","tyrion",0.583363094478902
"351",2484,8,"the pointy end","tyrion",0
"352",2487,8,"the pointy end","tyrion",-0.255155181539914
"353",2519,8,"the pointy end","cersei",0
"354",2521,8,"the pointy end","cersei",0.200831604418561
"355",2523,8,"the pointy end","cersei",-0.290688837074973
"356",2526,8,"the pointy end","cersei",0.284604989415154
"357",2528,8,"the pointy end","cersei",0.176776695296637
"358",2537,8,"the pointy end","cersei",0.25
"359",2615,9,"baelor","jon",0
"360",2617,9,"baelor","jon",0
"361",2619,9,"baelor","jon",0.577350269189626
"362",2621,9,"baelor","jon",0.565685424949238
"363",2623,9,"baelor","jon",0.357770876399966
"364",2625,9,"baelor","jon",0.4
"365",2630,9,"baelor","jon",0
"366",2637,9,"baelor","jon",0
"367",2639,9,"baelor","jon",0
"368",2641,9,"baelor","jon",0
"369",2643,9,"baelor","jon",0
"370",2645,9,"baelor","jon",0
"371",2664,9,"baelor","jon",0
"372",2666,9,"baelor","jon",0
"373",2668,9,"baelor","jon",0.4
"374",2670,9,"baelor","jon",0
"375",2672,9,"baelor","jon",0
"376",2674,9,"baelor","jon",-0.2
"377",2676,9,"baelor","jon",0
"378",2678,9,"baelor","jon",0
"379",2695,9,"baelor","tyrion",-0.175
"380",2698,9,"baelor","tyrion",-0.288675134594813
"381",2700,9,"baelor","tyrion",0.125
"382",2702,9,"baelor","tyrion",-0.35
"383",2704,9,"baelor","tyrion",-0.813172798364529
"384",2706,9,"baelor","tyrion",-0.277350098112615
"385",2707,9,"baelor","tyrion",0.375
"386",2709,9,"baelor","tyrion",0
"387",2711,9,"baelor","tyrion",0
"388",2713,9,"baelor","tyrion",-0.3
"389",2715,9,"baelor","tyrion",0
"390",2717,9,"baelor","tyrion",0
"391",2719,9,"baelor","tyrion",0.175
"392",2721,9,"baelor","tyrion",0
"393",2723,9,"baelor","tyrion",0
"394",2725,9,"baelor","tyrion",0.0176776695296637
"395",2727,9,"baelor","tyrion",0.389711431702997
"396",2729,9,"baelor","tyrion",0.530330085889911
"397",2788,9,"baelor","tyrion",0
"398",2790,9,"baelor","tyrion",-0.491934955049954
"399",2793,9,"baelor","tyrion",0.461880215351701
"400",2795,9,"baelor","tyrion",-0.375
"401",2797,9,"baelor","tyrion",0.0377964473009227
"402",2799,9,"baelor","tyrion",0.223606797749979
"403",2801,9,"baelor","tyrion",-0.156524758424985
"404",2803,9,"baelor","tyrion",0.125
"405",2805,9,"baelor","tyrion",-0.288675134594813
"406",2807,9,"baelor","tyrion",0
"407",2810,9,"baelor","tyrion",0.15
"408",2812,9,"baelor","tyrion",0.204124145231932
"409",2814,9,"baelor","tyrion",0.151185789203691
"410",2816,9,"baelor","tyrion",-0.0577350269189626
"411",2818,9,"baelor","tyrion",0
"412",2820,9,"baelor","tyrion",0.288675134594813
"413",2822,9,"baelor","tyrion",0
"414",2824,9,"baelor","tyrion",0.224536559755125
"415",2826,9,"baelor","tyrion",0.188982236504614
"416",2828,9,"baelor","tyrion",0.176776695296637
"417",2832,9,"baelor","tyrion",0
"418",2834,9,"baelor","tyrion",0
"419",2836,9,"baelor","tyrion",0.577350269189626
"420",2839,9,"baelor","tyrion",-0.267807354680149
"421",2841,9,"baelor","tyrion",0.132582521472478
"422",2843,9,"baelor","tyrion",0.0663488802697037
"423",2846,9,"baelor","tyrion",0.225
"424",2848,9,"baelor","tyrion",-0.268328157299975
"425",2850,9,"baelor","tyrion",0
"426",2852,9,"baelor","tyrion",0
"427",2854,9,"baelor","tyrion",0
"428",2856,9,"baelor","tyrion",-0.875
"429",2858,9,"baelor","tyrion",0
"430",2862,9,"baelor","tyrion",0
"431",2864,9,"baelor","tyrion",0.05
"432",2865,9,"baelor","tyrion",-0.5
"433",2867,9,"baelor","tyrion",0.353553390593274
"434",2869,9,"baelor","tyrion",0.5
"435",2871,9,"baelor","tyrion",0
"436",2873,9,"baelor","tyrion",0.223606797749979
"437",2875,9,"baelor","tyrion",0.375
"438",2877,9,"baelor","tyrion",-0.025
"439",2879,9,"baelor","tyrion",0
"440",2881,9,"baelor","tyrion",0
"441",2916,9,"baelor","cersei",-0.707106781186547
"442",3021,10,"fire and blood","cersei",-0.178885438199983
"443",3023,10,"fire and blood","tyrion",-0.102062072615966
"444",3027,10,"fire and blood","tyrion",0.011180339887499
"445",3032,10,"fire and blood","tyrion",0.0144337567297407
"446",3034,10,"fire and blood","tyrion",0
"447",3036,10,"fire and blood","tyrion",0
"448",3072,10,"fire and blood","jon",0
"449",3074,10,"fire and blood","jon",0.8
"450",3076,10,"fire and blood","jon",0.166666666666667
"451",3078,10,"fire and blood","jon",0
"452",3080,10,"fire and blood","jon",0
"453",3082,10,"fire and blood","jon",0
"454",3084,10,"fire and blood","tyrion",0
"455",3086,10,"fire and blood","tyrion",0.0377964473009227
"456",3088,10,"fire and blood","tyrion",0
"457",3090,10,"fire and blood","tyrion",-0.447213595499958
"458",3093,10,"fire and blood","tyrion",0.321158616796836
"459",3095,10,"fire and blood","jon",-0.346410161513775
"460",3103,10,"fire and blood","jon",0.23094010767585
"461",3106,10,"fire and blood","jon",-0.335410196624968
"462",3109,10,"fire and blood","jon",0
"463",3111,10,"fire and blood","jon",1
"464",3113,10,"fire and blood","jon",0
"465",3173,10,"fire and blood","jon",0.461880215351701
"466",3175,10,"fire and blood","jon",-0.353553390593274
"467",3177,10,"fire and blood","jon",0
"468",3179,10,"fire and blood","jon",0
"469",3181,10,"fire and blood","jon",0
"470",3219,11,"the north remembers","tyrion",0.353553390593274
"471",3220,11,"the north remembers","tyrion",0
"472",3222,11,"the north remembers","tyrion",0.892652547987497
"473",3226,11,"the north remembers","tyrion",-1.10679718105893
"474",3228,11,"the north remembers","tyrion",-0.159099025766973
"475",3230,11,"the north remembers","tyrion",0
"476",3231,11,"the north remembers","tyrion",1.04355162785556
"477",3238,11,"the north remembers","cersei",0
"478",3240,11,"the north remembers","cersei",0
"479",3242,11,"the north remembers","cersei",0
"480",3244,11,"the north remembers","tyrion",0.0790569415042095
"481",3245,11,"the north remembers","cersei",0
"482",3246,11,"the north remembers","tyrion",0.735866835779409
"483",3247,11,"the north remembers","cersei",0.282842712474619
"484",3248,11,"the north remembers","tyrion",0.636396103067893
"485",3249,11,"the north remembers","cersei",0.0577350269189626
"486",3250,11,"the north remembers","tyrion",0.212132034355964
"487",3252,11,"the north remembers","cersei",-0.111803398874989
"488",3253,11,"the north remembers","tyrion",0.0408248290463863
"489",3254,11,"the north remembers","cersei",0
"490",3255,11,"the north remembers","tyrion",0.415692193816531
"491",3256,11,"the north remembers","cersei",-0.282842712474619
"492",3257,11,"the north remembers","tyrion",-0.347011046894284
"493",3258,11,"the north remembers","cersei",0.0577350269189626
"494",3259,11,"the north remembers","tyrion",-0.306186217847897
"495",3260,11,"the north remembers","cersei",-0.353553390593274
"496",3261,11,"the north remembers","tyrion",-0.537587202228624
"497",3262,11,"the north remembers","cersei",0.0707106781186548
"498",3263,11,"the north remembers","tyrion",0.0707106781186548
"499",3264,11,"the north remembers","cersei",0.8
"500",3265,11,"the north remembers","tyrion",0.316227766016838
"501",3266,11,"the north remembers","cersei",0
"502",3267,11,"the north remembers","tyrion",1.48627050027914
"503",3268,11,"the north remembers","cersei",0
"504",3269,11,"the north remembers","tyrion",0
"505",3270,11,"the north remembers","cersei",-0.06
"506",3271,11,"the north remembers","tyrion",-0.707106781186548
"507",3319,11,"the north remembers","jon",-0.176776695296637
"508",3335,11,"the north remembers","jon",0.176776695296637
"509",3337,11,"the north remembers","jon",0.346410161513775
"510",3340,11,"the north remembers","jon",0
"511",3342,11,"the north remembers","jon",0
"512",3372,11,"the north remembers","jon",0
"513",3374,11,"the north remembers","jon",0
"514",3376,11,"the north remembers","jon",0
"515",3438,11,"the north remembers","tyrion",0.461880215351701
"516",3440,11,"the north remembers","tyrion",0
"517",3442,11,"the north remembers","tyrion",-0.559016994374947
"518",3444,11,"the north remembers","tyrion",-0.288675134594813
"519",3446,11,"the north remembers","tyrion",0
"520",3448,11,"the north remembers","tyrion",0.469574275274956
"521",3450,11,"the north remembers","tyrion",-0.804315284526582
"522",3452,11,"the north remembers","tyrion",0.176776695296637
"523",3454,11,"the north remembers","tyrion",0.0204124145231931
"524",3455,11,"the north remembers","tyrion",-0.554700196225229
"525",3456,11,"the north remembers","cersei",0
"526",3458,11,"the north remembers","cersei",0.8
"527",3460,11,"the north remembers","cersei",0.226778683805536
"528",3462,11,"the north remembers","cersei",0.357770876399966
"529",3464,11,"the north remembers","cersei",-0.346738046264428
"530",3466,11,"the north remembers","cersei",0
"531",3468,11,"the north remembers","cersei",0.604743156814764
"532",3470,11,"the north remembers","cersei",0.55
"533",3472,11,"the north remembers","cersei",1
"534",3474,11,"the north remembers","cersei",-0.35921060405355
"535",3519,11,"the north remembers","cersei",0
"536",3521,11,"the north remembers","cersei",-0.288675134594813
"537",3523,11,"the north remembers","cersei",-0.2
"538",3525,11,"the north remembers","cersei",-0.0753778361444409
"539",3527,11,"the north remembers","cersei",-0.530330085889911
"540",3529,11,"the north remembers","cersei",-0.367423461417477
"541",3531,11,"the north remembers","cersei",-0.559016994374947
"542",3533,11,"the north remembers","cersei",0
"543",3562,12,"the night lands","cersei",0
"544",3564,12,"the night lands","tyrion",0
"545",3565,12,"the night lands","cersei",0
"546",3566,12,"the night lands","tyrion",-0.144337567297406
"547",3573,12,"the night lands","jon",0.144337567297406
"548",3585,12,"the night lands","cersei",0
"549",3620,12,"the night lands","tyrion",-0.636396103067893
"550",3624,12,"the night lands","tyrion",-0.204124145231932
"551",3628,12,"the night lands","tyrion",0.144337567297406
"552",3630,12,"the night lands","tyrion",0.775
"553",3632,12,"the night lands","tyrion",-0.176776695296637
"554",3634,12,"the night lands","tyrion",0.204124145231932
"555",3636,12,"the night lands","tyrion",-0.433012701892219
"556",3638,12,"the night lands","cersei",0.288675134594813
